loss,mse,mean_absolute_error,val_loss,val_mse,val_mean_absolute_error
0.0646912008523941,0.0646912008523941,0.20774418115615845,0.07030293345451355,0.07030293345451355,0.212679922580719
0.04620854929089546,0.04620854929089546,0.16845674812793732,0.03301341086626053,0.03301341086626053,0.15355095267295837
0.030219171196222305,0.030219171196222305,0.14329668879508972,0.03266581892967224,0.03266581892967224,0.15105049312114716
0.034824438393116,0.034824438393116,0.15559092164039612,0.03731181100010872,0.03731181100010872,0.16359513998031616
0.03564618527889252,0.03564618527889252,0.15780651569366455,0.03637244179844856,0.03637244179844856,0.16165627539157867
0.0281562227755785,0.0281562227755785,0.1363777220249176,0.034956082701683044,0.034956082701683044,0.14606602489948273
0.03047814406454563,0.03047814406454563,0.139733225107193,0.03871755674481392,0.03871755674481392,0.16503320634365082
0.030025504529476166,0.030025504529476166,0.14454355835914612,0.03235496208071709,0.03235496208071709,0.14526782929897308
0.03081606887280941,0.03081606887280941,0.13854889571666718,0.035747725516557693,0.035747725516557693,0.1501750648021698
0.030503813177347183,0.030503813177347183,0.14426973462104797,0.03867528215050697,0.03867528215050697,0.1644657999277115
0.033238399773836136,0.033238399773836136,0.15087519586086273,0.03163739666342735,0.03163739666342735,0.14307726919651031
0.027796275913715363,0.027796275913715363,0.13595274090766907,0.03156580030918121,0.03156580030918121,0.14626312255859375
0.02869519032537937,0.02869519032537937,0.13925433158874512,0.03225572779774666,0.03225572779774666,0.14329774677753448
0.030367908999323845,0.030367908999323845,0.14409080147743225,0.03468707576394081,0.03468707576394081,0.15267300605773926
0.029888547956943512,0.029888547956943512,0.13872410356998444,0.03833135589957237,0.03833135589957237,0.1529296487569809
0.033878713846206665,0.033878713846206665,0.14338771998882294,0.03640458732843399,0.03640458732843399,0.1479264348745346
0.028958545997738838,0.028958545997738838,0.13579799234867096,0.034297142177820206,0.034297142177820206,0.14832673966884613
0.032166339457035065,0.032166339457035065,0.13968580961227417,0.040372442454099655,0.040372442454099655,0.15794815123081207
0.031038951128721237,0.031038951128721237,0.13958293199539185,0.031986888498067856,0.031986888498067856,0.14330816268920898
0.028749916702508926,0.028749916702508926,0.13901010155677795,0.03984639421105385,0.03984639421105385,0.16549241542816162
0.030314994975924492,0.030314994975924492,0.14316962659358978,0.03911605104804039,0.03911605104804039,0.15847447514533997
0.03643893077969551,0.03643893077969551,0.1495279222726822,0.04390126094222069,0.04390126094222069,0.16720454394817352
0.030935756862163544,0.030935756862163544,0.14360401034355164,0.045960068702697754,0.045960068702697754,0.1788349449634552
0.04494771361351013,0.04494771361351013,0.17823068797588348,0.029855981469154358,0.029855981469154358,0.142294779419899
0.029770508408546448,0.029770508408546448,0.13931825757026672,0.04910852387547493,0.04910852387547493,0.1774744987487793
0.03341546282172203,0.03341546282172203,0.1447557955980301,0.03046814724802971,0.03046814724802971,0.14425991475582123
0.031773027032613754,0.031773027032613754,0.14815014600753784,0.03584340214729309,0.03584340214729309,0.157388836145401
0.02829129993915558,0.02829129993915558,0.13874906301498413,0.03435619920492172,0.03435619920492172,0.1497349888086319
0.028510304167866707,0.028510304167866707,0.13476303219795227,0.03387722000479698,0.03387722000479698,0.14836019277572632
0.027405794709920883,0.027405794709920883,0.13274812698364258,0.03731149435043335,0.03731149435043335,0.15331366658210754
0.028886210173368454,0.028886210173368454,0.1357024908065796,0.031207354739308357,0.031207354739308357,0.14461545646190643
0.02698524296283722,0.02698524296283722,0.136635884642601,0.03178782761096954,0.03178782761096954,0.14777208864688873
0.02638733759522438,0.02638733759522438,0.13516877591609955,0.03158264607191086,0.03158264607191086,0.1455809473991394
0.026805764064192772,0.026805764064192772,0.13555660843849182,0.03137042373418808,0.03137042373418808,0.14779579639434814
0.02672504261136055,0.02672504261136055,0.13671289384365082,0.03310415893793106,0.03310415893793106,0.14653049409389496
0.027281874790787697,0.027281874790787697,0.13214021921157837,0.041412416845560074,0.041412416845560074,0.16184519231319427
0.0365922637283802,0.0365922637283802,0.15015311539173126,0.04432745650410652,0.04432745650410652,0.1682349592447281
0.029596053063869476,0.029596053063869476,0.14121146500110626,0.0371260792016983,0.0371260792016983,0.1601884514093399
0.035825908184051514,0.035825908184051514,0.15785858035087585,0.032072387635707855,0.032072387635707855,0.14538295567035675
0.025578923523426056,0.025578923523426056,0.1299930214881897,0.030740676447749138,0.030740676447749138,0.14008261263370514
0.025331053882837296,0.025331053882837296,0.12894253432750702,0.030061597004532814,0.030061597004532814,0.1433931142091751
0.03024628385901451,0.03024628385901451,0.1424025148153305,0.038260526955127716,0.038260526955127716,0.16266611218452454
0.029276035726070404,0.029276035726070404,0.1420099139213562,0.037148367613554,0.037148367613554,0.1497236043214798
0.04680902883410454,0.04680902883410454,0.1723286509513855,0.04503647983074188,0.04503647983074188,0.16909125447273254
0.030851857736706734,0.030851857736706734,0.14063513278961182,0.03300037235021591,0.03300037235021591,0.15106239914894104
0.027072712779045105,0.027072712779045105,0.13497017323970795,0.031451258808374405,0.031451258808374405,0.14101402461528778
0.024849647656083107,0.024849647656083107,0.124519944190979,0.02910972759127617,0.02910972759127617,0.13817504048347473
0.023687712848186493,0.023687712848186493,0.1240830346941948,0.029110392555594444,0.029110392555594444,0.1373411864042282
0.02597493678331375,0.02597493678331375,0.1309971660375595,0.03999942168593407,0.03999942168593407,0.16779257357120514
0.02946128323674202,0.02946128323674202,0.14098431169986725,0.03399096056818962,0.03399096056818962,0.14888308942317963
