loss,mse,mean_absolute_error,val_loss,val_mse,val_mean_absolute_error
0.1801537722349167,0.1801537722349167,0.36547133326530457,0.14806750416755676,0.14806750416755676,0.33500832319259644
0.13223887979984283,0.13223887979984283,0.31742653250694275,0.09875309467315674,0.09875309467315674,0.2630249261856079
0.08777330070734024,0.08777330070734024,0.24907605350017548,0.07652782648801804,0.07652782648801804,0.23145398497581482
0.058143630623817444,0.058143630623817444,0.19919942319393158,0.05535458028316498,0.05535458028316498,0.19123975932598114
0.03886204585433006,0.03886204585433006,0.1580761820077896,0.052672553807497025,0.052672553807497025,0.19004161655902863
0.045058488845825195,0.045058488845825195,0.17318344116210938,0.050420064479112625,0.050420064479112625,0.1885393261909485
0.03771842271089554,0.03771842271089554,0.15396413207054138,0.03974447399377823,0.03974447399377823,0.15881440043449402
0.03326255828142166,0.03326255828142166,0.1498301923274994,0.03726857900619507,0.03726857900619507,0.16212257742881775
0.04302284121513367,0.04302284121513367,0.16811703145503998,0.07274408638477325,0.07274408638477325,0.21949005126953125
0.0450042225420475,0.0450042225420475,0.16799399256706238,0.08184240758419037,0.08184240758419037,0.24385260045528412
0.07790204137563705,0.07790204137563705,0.23879596590995789,0.03526076674461365,0.03526076674461365,0.15898236632347107
0.03534696623682976,0.03534696623682976,0.14927372336387634,0.04019486904144287,0.04019486904144287,0.15813881158828735
0.024602480232715607,0.024602480232715607,0.124714694917202,0.0364997461438179,0.0364997461438179,0.16167613863945007
0.03170042112469673,0.03170042112469673,0.14726011455059052,0.030923480167984962,0.030923480167984962,0.1455375850200653
0.023088186979293823,0.023088186979293823,0.12180855125188828,0.028032781556248665,0.028032781556248665,0.13355079293251038
0.01962229050695896,0.01962229050695896,0.11257266998291016,0.02656560018658638,0.02656560018658638,0.1319674253463745
0.02653864584863186,0.02653864584863186,0.1274549514055252,0.02654106356203556,0.02654106356203556,0.1298375427722931
0.02067365124821663,0.02067365124821663,0.11320330947637558,0.027046190574765205,0.027046190574765205,0.13324517011642456
0.020969819277524948,0.020969819277524948,0.11415701359510422,0.02933615818619728,0.02933615818619728,0.1352301388978958
0.02249506115913391,0.02249506115913391,0.11833758652210236,0.025024786591529846,0.025024786591529846,0.13071750104427338
0.01906265877187252,0.01906265877187252,0.10934469848871231,0.03329528868198395,0.03329528868198395,0.14577920734882355
0.04005095362663269,0.04005095362663269,0.16107608377933502,0.03171776235103607,0.03171776235103607,0.14407989382743835
0.028836989775300026,0.028836989775300026,0.1361767202615738,0.032920096069574356,0.032920096069574356,0.14897263050079346
0.02334648370742798,0.02334648370742798,0.12460697442293167,0.028955919668078423,0.028955919668078423,0.13696543872356415
0.03489479795098305,0.03489479795098305,0.14859536290168762,0.02531247027218342,0.02531247027218342,0.12997528910636902
0.023197216913104057,0.023197216913104057,0.12427535653114319,0.03496727719902992,0.03496727719902992,0.15259870886802673
0.02180996909737587,0.02180996909737587,0.11761029809713364,0.03316004201769829,0.03316004201769829,0.1449389010667801
0.022419676184654236,0.022419676184654236,0.11917601525783539,0.027193628251552582,0.027193628251552582,0.132267028093338
0.022421181201934814,0.022421181201934814,0.12224872410297394,0.03222442418336868,0.03222442418336868,0.14757733047008514
0.04180438071489334,0.04180438071489334,0.16680100560188293,0.03872184082865715,0.03872184082865715,0.1597910374403
0.02931845933198929,0.02931845933198929,0.13791121542453766,0.053609881550073624,0.053609881550073624,0.19299989938735962
0.03189621493220329,0.03189621493220329,0.14531590044498444,0.023311123251914978,0.023311123251914978,0.12395989894866943
0.023316489532589912,0.023316489532589912,0.1209987923502922,0.027075881138443947,0.027075881138443947,0.1353345811367035
0.01763247884809971,0.01763247884809971,0.10657719522714615,0.02457813359797001,0.02457813359797001,0.12873370945453644
0.018221333622932434,0.018221333622932434,0.10807399451732635,0.025412658229470253,0.025412658229470253,0.12816359102725983
0.01820473000407219,0.01820473000407219,0.10668939352035522,0.027491232380270958,0.027491232380270958,0.13383276760578156
0.017271699383854866,0.017271699383854866,0.10482485592365265,0.02029384672641754,0.02029384672641754,0.11779887229204178
0.017840668559074402,0.017840668559074402,0.10771215707063675,0.022044559940695763,0.022044559940695763,0.12120033800601959
0.01663399487733841,0.01663399487733841,0.10198008269071579,0.024493489414453506,0.024493489414453506,0.12492837011814117
0.016349222511053085,0.016349222511053085,0.10344034433364868,0.02775665372610092,0.02775665372610092,0.13759611546993256
0.016990283504128456,0.016990283504128456,0.10593853890895844,0.02420898526906967,0.02420898526906967,0.12350457906723022
0.016742708161473274,0.016742708161473274,0.10207278281450272,0.026272617280483246,0.026272617280483246,0.1307486891746521
0.020122282207012177,0.020122282207012177,0.11449770629405975,0.024361295625567436,0.024361295625567436,0.1266418695449829
0.01717086136341095,0.01717086136341095,0.10514222085475922,0.02716587856411934,0.02716587856411934,0.13132725656032562
0.01726025715470314,0.01726025715470314,0.10466129332780838,0.02261381410062313,0.02261381410062313,0.11901477724313736
0.016634773463010788,0.016634773463010788,0.10228366404771805,0.02418234758079052,0.02418234758079052,0.1272297501564026
0.01710435561835766,0.01710435561835766,0.10319516062736511,0.021876171231269836,0.021876171231269836,0.12151370197534561
0.015042468905448914,0.015042468905448914,0.09850850701332092,0.022862493991851807,0.022862493991851807,0.12110774219036102
0.014631899073719978,0.014631899073719978,0.09815550595521927,0.025538457557559013,0.025538457557559013,0.13249069452285767
0.016849137842655182,0.016849137842655182,0.10580716282129288,0.03482634946703911,0.03482634946703911,0.14925165474414825
