loss,mse,mean_absolute_error,val_loss,val_mse,val_mean_absolute_error
0.1489914506673813,0.1489914506673813,0.33331581950187683,0.1651402711868286,0.1651402711868286,0.35900068283081055
0.1266479343175888,0.1266479343175888,0.31232598423957825,0.15804165601730347,0.15804165601730347,0.3515447974205017
0.12384679913520813,0.12384679913520813,0.3090691864490509,0.12050938606262207,0.12050938606262207,0.29988765716552734
0.10843703895807266,0.10843703895807266,0.2868463099002838,0.12396916002035141,0.12396916002035141,0.3030546009540558
0.11142420023679733,0.11142420023679733,0.28961196541786194,0.10551987588405609,0.10551987588405609,0.2793104946613312
0.10896405577659607,0.10896405577659607,0.2848290801048279,0.12166474759578705,0.12166474759578705,0.30015814304351807
0.0974530354142189,0.0974530354142189,0.2673819661140442,0.10533642768859863,0.10533642768859863,0.2762289047241211
0.08932414650917053,0.08932414650917053,0.25327423214912415,0.07955445349216461,0.07955445349216461,0.23618917167186737
0.07261011004447937,0.07261011004447937,0.22534383833408356,0.06772888451814651,0.06772888451814651,0.21399761736392975
0.05843504145741463,0.05843504145741463,0.19592483341693878,0.05409391224384308,0.05409391224384308,0.18780413269996643
0.04509968310594559,0.04509968310594559,0.1697179526090622,0.05598355084657669,0.05598355084657669,0.19212085008621216
0.04243329167366028,0.04243329167366028,0.1631181389093399,0.04484272375702858,0.04484272375702858,0.16793832182884216
0.05801974982023239,0.05801974982023239,0.1963951140642166,0.06009873002767563,0.06009873002767563,0.20184022188186646
0.04190472885966301,0.04190472885966301,0.16494989395141602,0.07086731493473053,0.07086731493473053,0.222833052277565
0.05011739209294319,0.05011739209294319,0.18517030775547028,0.08372636139392853,0.08372636139392853,0.240520641207695
0.05069419741630554,0.05069419741630554,0.18164336681365967,0.04819147288799286,0.04819147288799286,0.1821710616350174
0.05052805691957474,0.05052805691957474,0.18673275411128998,0.044428750872612,0.044428750872612,0.17061938345432281
0.044737689197063446,0.044737689197063446,0.17076382040977478,0.06217653676867485,0.06217653676867485,0.2008078545331955
0.0360499769449234,0.0360499769449234,0.14934983849525452,0.037200067192316055,0.037200067192316055,0.15727365016937256
0.026682548224925995,0.026682548224925995,0.13118383288383484,0.04041039198637009,0.04041039198637009,0.15911003947257996
0.031644683331251144,0.031644683331251144,0.14121755957603455,0.035261135548353195,0.035261135548353195,0.15119974315166473
0.0291950311511755,0.0291950311511755,0.13587377965450287,0.03358369693160057,0.03358369693160057,0.1478419005870819
0.032114434987306595,0.032114434987306595,0.14407987892627716,0.041234660893678665,0.041234660893678665,0.16427259147167206
0.030116617679595947,0.030116617679595947,0.13802209496498108,0.04041619598865509,0.04041619598865509,0.16040579974651337
0.034998491406440735,0.034998491406440735,0.14666518568992615,0.03453092649579048,0.03453092649579048,0.14816324412822723
0.02472873032093048,0.02472873032093048,0.12652847170829773,0.03328176960349083,0.03328176960349083,0.14666324853897095
0.02762063965201378,0.02762063965201378,0.1303526759147644,0.04631078243255615,0.04631078243255615,0.17155230045318604
0.030487636104226112,0.030487636104226112,0.13928744196891785,0.04631941765546799,0.04631941765546799,0.17639197409152985
0.026508435606956482,0.026508435606956482,0.12809981405735016,0.03689035028219223,0.03689035028219223,0.15261414647102356
0.03900940716266632,0.03900940716266632,0.15870265662670135,0.03270503506064415,0.03270503506064415,0.1419139802455902
0.025856975466012955,0.025856975466012955,0.12928855419158936,0.03298867493867874,0.03298867493867874,0.14432141184806824
0.023187754675745964,0.023187754675745964,0.11917728185653687,0.03234300762414932,0.03234300762414932,0.14474400877952576
0.026606248691678047,0.026606248691678047,0.13124483823776245,0.04017331451177597,0.04017331451177597,0.16132855415344238
0.021769609302282333,0.021769609302282333,0.1160380020737648,0.03294868394732475,0.03294868394732475,0.1417875438928604
0.0194279495626688,0.0194279495626688,0.11025094240903854,0.03039611130952835,0.03039611130952835,0.1391649693250656
0.018908333033323288,0.018908333033323288,0.10844860970973969,0.0303583275526762,0.0303583275526762,0.13562142848968506
0.017089461907744408,0.017089461907744408,0.10128394514322281,0.027056539431214333,0.027056539431214333,0.13192923367023468
0.016300804913043976,0.016300804913043976,0.09936998039484024,0.03176369145512581,0.03176369145512581,0.14523400366306305
0.02715768851339817,0.02715768851339817,0.13339947164058685,0.026741482317447662,0.026741482317447662,0.12972292304039001
0.02236061729490757,0.02236061729490757,0.11906268447637558,0.03220382705330849,0.03220382705330849,0.14052948355674744
0.017288904637098312,0.017288904637098312,0.1040971577167511,0.02984207682311535,0.02984207682311535,0.13777686655521393
0.015029956586658955,0.015029956586658955,0.09746827185153961,0.028659500181674957,0.028659500181674957,0.13405564427375793
0.01561638992279768,0.01561638992279768,0.09779710322618484,0.03345019370317459,0.03345019370317459,0.14642050862312317
0.02000877447426319,0.02000877447426319,0.11231183260679245,0.033405013382434845,0.033405013382434845,0.1448795348405838
0.02039133757352829,0.02039133757352829,0.11316206306219101,0.032355353236198425,0.032355353236198425,0.14309170842170715
0.018775081261992455,0.018775081261992455,0.10837740451097488,0.03555820882320404,0.03555820882320404,0.15157757699489594
0.017950575798749924,0.017950575798749924,0.10723435133695602,0.03293764963746071,0.03293764963746071,0.14571338891983032
0.019181720912456512,0.019181720912456512,0.11119696497917175,0.031754858791828156,0.031754858791828156,0.14603008329868317
0.023126624524593353,0.023126624524593353,0.12220500409603119,0.034482669085264206,0.034482669085264206,0.14846636354923248
0.025601942092180252,0.025601942092180252,0.12887386977672577,0.061482012271881104,0.061482012271881104,0.20116277039051056
